rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir,Acro_7,Acro_8,fall
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,1,495,2,0,-15,-15,-10,-25,-1,0,167,-1,-1,0
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,1,430,2,-15,-10,-35,-15,-25,-1,0,167,-1,-1,0
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,2,494,2,-15,0,-10,-15,-25,-1,0,167,-1,-1,0
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,2,28,2,-10,-10,-25,-15,-15,-1,0,167,-1,-1,0
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,3,160,2,-25,-25,-15,-25,-15,-1,0,167,-1,-1,0
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,3,179,2,-10,-25,-10,-15,-25,-1,0,167,-1,-1,0
2005,B,A,Rock'n'Roll-Main Class Contact Style,First round,4,283,2,-50,-25,-25,-15,-25,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,1,430,4,-10,-5,-15,-10,-10,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,1,495,4,-10,-15,-15,-10,-15,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,2,494,4,-10,-15,-15,-15,-10,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,2,28,4,-25,-25,-50,-35,-25,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,3,179,4,-10,-10,-10,-10,-15,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,3,160,4,-25,-15,-15,-25,-15,-1,0,167,-1,-1,0
2005,E,A,Rock'n'Roll-Main Class Contact Style,First round,4,283,4,-50,-25,-15,-10,-50,-1,0,167,-1,-1,0
